id,nome,preco,taxa
2113,Eletronico 2113,24.47,0.06
2114,Eletronico 2114,926.04,0.14
2115,Eletronico 2115,2363.74,0.16
2116,Eletronico 2116,2744.31,0.15
2117,Eletronico 2117,37.36,0.1
2118,Eletronico 2118,1495.84,0.14
2119,Eletronico 2119,3443.03,0.18
2120,Eletronico 2120,3445.44,0.11
2121,Eletronico 2121,1968.43,0.08
2122,Eletronico 2122,2106.79,0.16
2123,Eletronico 2123,316.62,0.09
2124,Eletronico 2124,2342.24,0.16
2125,Eletronico 2125,2944.96,0.12
2126,Eletronico 2126,3700.23,0.07
2127,Eletronico 2127,3250.38,0.17
2128,Eletronico 2128,3954.38,0.1
2129,Eletronico 2129,4040.15,0.12
2130,Eletronico 2130,1161.36,0.05
2131,Eletronico 2131,4881.44,0.17
2132,Eletronico 2132,2836.13,0.12
2133,Eletronico 2133,256.81,0.09
2134,Eletronico 2134,4600.18,0.11
2135,Eletronico 2135,4242.35,0.15
2136,Eletronico 2136,3728.93,0.08
2137,Eletronico 2137,729.83,0.08
2138,Eletronico 2138,1987.53,0.05
2139,Eletronico 2139,3933.76,0.2
2140,Eletronico 2140,2278.01,0.05
2141,Eletronico 2141,4738.99,0.15
2142,Eletronico 2142,1995.65,0.11
2143,Eletronico 2143,2144.38,0.17
2144,Eletronico 2144,3217.94,0.13
2145,Eletronico 2145,2968.19,0.19
2146,Eletronico 2146,3330.18,0.15
2147,Eletronico 2147,3999.23,0.17
2148,Eletronico 2148,1695.21,0.19
2149,Eletronico 2149,813.82,0.18
2150,Eletronico 2150,3109.59,0.1
2151,Eletronico 2151,3831.9,0.07
2152,Eletronico 2152,397.05,0.11
2153,Eletronico 2153,2371.42,0.06
2154,Eletronico 2154,822.39,0.09
2155,Eletronico 2155,655.36,0.19
2156,Eletronico 2156,729.87,0.1
2157,Eletronico 2157,143.71,0.17
2158,Eletronico 2158,4612.56,0.1
2159,Eletronico 2159,3857.3,0.06
2160,Eletronico 2160,464.18,0.09
2161,Eletronico 2161,1426.96,0.2
2162,Eletronico 2162,112.59,0.07
2163,Eletronico 2163,592.05,0.12
2164,Eletronico 2164,4757.72,0.14
2165,Eletronico 2165,3357.14,0.16
2166,Eletronico 2166,3351.92,0.07
2167,Eletronico 2167,405.96,0.14
2168,Eletronico 2168,65.26,0.09
2169,Eletronico 2169,2238.99,0.06
2170,Eletronico 2170,2961.51,0.07
2171,Eletronico 2171,1867.27,0.15
2172,Eletronico 2172,4790.59,0.07
2173,Eletronico 2173,2428.03,0.11
2174,Eletronico 2174,3764.91,0.09
2175,Eletronico 2175,1460.12,0.07
2176,Eletronico 2176,2000.43,0.05
2177,Eletronico 2177,726.49,0.07
2178,Eletronico 2178,916.87,0.18
2179,Eletronico 2179,781.65,0.14
2180,Eletronico 2180,3234.01,0.08
2181,Eletronico 2181,556.14,0.05
2182,Eletronico 2182,4521.56,0.06
2183,Eletronico 2183,349.05,0.14
2184,Eletronico 2184,586.34,0.17
2185,Eletronico 2185,1383.77,0.06
2186,Eletronico 2186,159.36,0.15
2187,Eletronico 2187,933.78,0.16
2188,Eletronico 2188,3636.16,0.15
2189,Eletronico 2189,1103.47,0.16
2190,Eletronico 2190,1693.22,0.16
2191,Eletronico 2191,1714.42,0.16
2192,Eletronico 2192,4546.06,0.17
2193,Eletronico 2193,4147.72,0.12
2194,Eletronico 2194,2564.78,0.08
2195,Eletronico 2195,4972.88,0.17
2196,Eletronico 2196,270.36,0.19
2197,Eletronico 2197,252.04,0.16
2198,Eletronico 2198,2232.63,0.07
2199,Eletronico 2199,2770.46,0.17
2200,Eletronico 2200,2104.5,0.12
2201,Eletronico 2201,3957.38,0.06
2202,Eletronico 2202,978.4,0.11
2203,Eletronico 2203,4439.41,0.14
2204,Eletronico 2204,4114.7,0.06
2205,Eletronico 2205,3676.97,0.09
2206,Eletronico 2206,1746.34,0.16
2207,Eletronico 2207,3396.31,0.19
2208,Eletronico 2208,4146.2,0.1
2209,Eletronico 2209,2757.28,0.12
2210,Eletronico 2210,2285.71,0.09
2211,Eletronico 2211,4435.1,0.09
2212,Eletronico 2212,1342.08,0.2
2213,Eletronico 2213,2541.72,0.18
2214,Eletronico 2214,1540.54,0.14
2215,Eletronico 2215,4186.81,0.19
2216,Eletronico 2216,1550.15,0.15
2217,Eletronico 2217,635.0,0.18
2218,Eletronico 2218,4674.67,0.11
2219,Eletronico 2219,2678.67,0.1
2220,Eletronico 2220,1683.96,0.13
2221,Eletronico 2221,2587.1,0.12
2222,Eletronico 2222,4004.66,0.06
2223,Eletronico 2223,1159.82,0.17
2224,Eletronico 2224,968.52,0.08
2225,Eletronico 2225,70.2,0.07
2226,Eletronico 2226,4333.81,0.12
2227,Eletronico 2227,1777.5,0.14
2228,Eletronico 2228,3699.55,0.06
2229,Eletronico 2229,2241.18,0.16
2230,Eletronico 2230,168.98,0.14
2231,Eletronico 2231,4283.96,0.06
2232,Eletronico 2232,1311.62,0.12
2233,Eletronico 2233,850.92,0.07
2234,Eletronico 2234,2206.54,0.16
2235,Eletronico 2235,4236.59,0.15
2236,Eletronico 2236,2405.97,0.1
2237,Eletronico 2237,2950.0,0.18
2238,Eletronico 2238,1919.68,0.11
2239,Eletronico 2239,2956.84,0.2
2240,Eletronico 2240,2768.17,0.11
2241,Eletronico 2241,91.83,0.2
2242,Eletronico 2242,586.18,0.14
2243,Eletronico 2243,4014.15,0.08
2244,Eletronico 2244,2707.97,0.08
2245,Eletronico 2245,4191.16,0.09
2246,Eletronico 2246,528.24,0.15
2247,Eletronico 2247,2943.82,0.08
2248,Eletronico 2248,3103.59,0.11
2249,Eletronico 2249,490.54,0.06
2250,Eletronico 2250,2997.74,0.16
2251,Eletronico 2251,656.74,0.15
2252,Eletronico 2252,3986.51,0.06
2253,Eletronico 2253,4116.46,0.07
2254,Eletronico 2254,3972.51,0.17
2255,Eletronico 2255,593.85,0.05
2256,Eletronico 2256,308.97,0.16
2257,Eletronico 2257,4236.4,0.17
2258,Eletronico 2258,326.5,0.15
2259,Eletronico 2259,520.99,0.18
2260,Eletronico 2260,3947.23,0.09
2261,Eletronico 2261,4052.82,0.07
2262,Eletronico 2262,867.73,0.11
2263,Eletronico 2263,4680.6,0.11
2264,Eletronico 2264,154.47,0.16
2265,Eletronico 2265,3030.53,0.17
2266,Eletronico 2266,808.34,0.16
2267,Eletronico 2267,1850.32,0.16
2268,Eletronico 2268,1043.12,0.06
2269,Eletronico 2269,4853.76,0.12
2270,Eletronico 2270,992.05,0.06
2271,Eletronico 2271,586.07,0.1
2272,Eletronico 2272,1436.53,0.1
2273,Eletronico 2273,1588.56,0.19
2274,Eletronico 2274,2435.72,0.1
2275,Eletronico 2275,4490.17,0.16
2276,Eletronico 2276,1361.68,0.09
2277,Eletronico 2277,838.77,0.16
2278,Eletronico 2278,2896.92,0.08
2279,Eletronico 2279,4599.32,0.09
2280,Eletronico 2280,3749.21,0.19
2281,Eletronico 2281,3418.41,0.19
2282,Eletronico 2282,4449.91,0.12
2283,Eletronico 2283,3741.42,0.14
2284,Eletronico 2284,4430.63,0.08
2285,Eletronico 2285,3486.88,0.14
2286,Eletronico 2286,2258.47,0.11
2287,Eletronico 2287,2668.64,0.19
2288,Eletronico 2288,826.62,0.14
2289,Eletronico 2289,2374.68,0.08
2290,Eletronico 2290,4512.76,0.12
2291,Eletronico 2291,428.87,0.17
2292,Eletronico 2292,284.29,0.1
2293,Eletronico 2293,597.12,0.07
2294,Eletronico 2294,287.59,0.16
2295,Eletronico 2295,2300.88,0.05
2296,Eletronico 2296,387.19,0.15
2297,Eletronico 2297,3453.58,0.14
2298,Eletronico 2298,1055.33,0.12
2299,Eletronico 2299,3731.44,0.12
2300,Eletronico 2300,443.37,0.11
2301,Eletronico 2301,2735.72,0.1
2302,Eletronico 2302,2795.44,0.14
2303,Eletronico 2303,1659.02,0.2
2304,Eletronico 2304,4899.64,0.18
2305,Eletronico 2305,4701.43,0.09
2306,Eletronico 2306,2261.95,0.17
2307,Eletronico 2307,3590.1,0.08
2308,Eletronico 2308,3249.91,0.07
2309,Eletronico 2309,4232.63,0.05
2310,Eletronico 2310,3024.16,0.17
2311,Eletronico 2311,2315.75,0.12
2312,Eletronico 2312,4182.82,0.07
2313,Eletronico 2313,498.64,0.2
2314,Eletronico 2314,2745.39,0.2
2315,Eletronico 2315,2582.08,0.08
2316,Eletronico 2316,2900.18,0.14
2317,Eletronico 2317,1337.98,0.14
2318,Eletronico 2318,348.7,0.17
2319,Eletronico 2319,876.42,0.2
2320,Eletronico 2320,1093.07,0.13
2321,Eletronico 2321,4698.03,0.13
2322,Eletronico 2322,495.8,0.09
2323,Eletronico 2323,4072.93,0.14
2324,Eletronico 2324,3469.48,0.07
2325,Eletronico 2325,1115.78,0.14
2326,Eletronico 2326,1080.55,0.14
2327,Eletronico 2327,1273.56,0.2
2328,Eletronico 2328,1289.26,0.14
2329,Eletronico 2329,1776.77,0.13
2330,Eletronico 2330,1538.01,0.1
2331,Eletronico 2331,2308.67,0.06
2332,Eletronico 2332,339.54,0.2
2333,Eletronico 2333,3591.58,0.18
2334,Eletronico 2334,4449.94,0.05
2335,Eletronico 2335,3889.35,0.06
2336,Eletronico 2336,68.89,0.14
2337,Eletronico 2337,2561.27,0.07
2338,Eletronico 2338,1051.05,0.08
2339,Eletronico 2339,4388.39,0.13
2340,Eletronico 2340,3432.86,0.11
2341,Eletronico 2341,1163.96,0.19
2342,Eletronico 2342,4453.87,0.13
2343,Eletronico 2343,907.3,0.1
2344,Eletronico 2344,1225.4,0.1
2345,Eletronico 2345,4732.57,0.09
2346,Eletronico 2346,2970.49,0.06
2347,Eletronico 2347,3453.98,0.09
2348,Eletronico 2348,4624.94,0.17
2349,Eletronico 2349,3515.04,0.17
2350,Eletronico 2350,2287.16,0.16
2351,Eletronico 2351,1044.19,0.13
2352,Eletronico 2352,4315.23,0.14
2353,Eletronico 2353,3224.57,0.14
2354,Eletronico 2354,4911.51,0.15
2355,Eletronico 2355,1601.21,0.13
2356,Eletronico 2356,2704.98,0.06
2357,Eletronico 2357,2433.26,0.11
2358,Eletronico 2358,3247.99,0.08
2359,Eletronico 2359,4883.87,0.2
2360,Eletronico 2360,4286.58,0.15
2361,Eletronico 2361,1466.44,0.08
2362,Eletronico 2362,462.81,0.15
2363,Eletronico 2363,4246.47,0.17
2364,Eletronico 2364,3762.26,0.18
2365,Eletronico 2365,2689.64,0.15
2366,Eletronico 2366,3676.86,0.11
2367,Eletronico 2367,2716.21,0.16
2368,Eletronico 2368,220.27,0.08
2369,Eletronico 2369,3458.65,0.16
2370,Eletronico 2370,3846.84,0.18
2371,Eletronico 2371,1405.97,0.16
2372,Eletronico 2372,3571.69,0.12
2373,Eletronico 2373,2095.86,0.14
2374,Eletronico 2374,1185.88,0.07
2375,Eletronico 2375,836.07,0.12
2376,Eletronico 2376,4732.28,0.08
2377,Eletronico 2377,1867.29,0.09
2378,Eletronico 2378,785.12,0.11
2379,Eletronico 2379,4977.24,0.11
2380,Eletronico 2380,1303.64,0.12
2381,Eletronico 2381,1628.5,0.11
2382,Eletronico 2382,632.97,0.12
2383,Eletronico 2383,3372.11,0.06
2384,Eletronico 2384,4233.35,0.07
2385,Eletronico 2385,2171.3,0.18
2386,Eletronico 2386,1889.56,0.06
2387,Eletronico 2387,4223.59,0.19
2388,Eletronico 2388,2164.26,0.1
2389,Eletronico 2389,44.52,0.13
2390,Eletronico 2390,1901.35,0.13
2391,Eletronico 2391,899.09,0.09
2392,Eletronico 2392,1294.76,0.12
2393,Eletronico 2393,4499.35,0.11
2394,Eletronico 2394,3049.33,0.08
2395,Eletronico 2395,4684.3,0.14
2396,Eletronico 2396,1491.06,0.06
2397,Eletronico 2397,4688.31,0.08
2398,Eletronico 2398,4307.84,0.06
2399,Eletronico 2399,2020.33,0.16
2400,Eletronico 2400,1201.82,0.11
2401,Eletronico 2401,1575.06,0.14
2402,Eletronico 2402,3881.63,0.05
2403,Eletronico 2403,1935.92,0.08
2404,Eletronico 2404,841.46,0.18
2405,Eletronico 2405,1316.79,0.11
2406,Eletronico 2406,1631.71,0.17
2407,Eletronico 2407,4530.55,0.19
2408,Eletronico 2408,3622.15,0.08
2409,Eletronico 2409,2321.71,0.17
2410,Eletronico 2410,2723.81,0.09
2411,Eletronico 2411,974.7,0.13
2412,Eletronico 2412,1856.24,0.07
2413,Eletronico 2413,2883.97,0.17
2414,Eletronico 2414,4833.83,0.09
2415,Eletronico 2415,3024.69,0.16
2416,Eletronico 2416,1403.26,0.15
2417,Eletronico 2417,2400.27,0.06
2418,Eletronico 2418,2390.59,0.18
2419,Eletronico 2419,211.03,0.05
2420,Eletronico 2420,4021.83,0.12
2421,Eletronico 2421,1323.3,0.18
2422,Eletronico 2422,406.8,0.19
2423,Eletronico 2423,1490.98,0.15
2424,Eletronico 2424,2267.37,0.17
2425,Eletronico 2425,961.12,0.17
2426,Eletronico 2426,4566.82,0.1
2427,Eletronico 2427,4985.8,0.07
2428,Eletronico 2428,3322.02,0.07
2429,Eletronico 2429,289.41,0.1
2430,Eletronico 2430,1212.14,0.16
2431,Eletronico 2431,752.28,0.1
2432,Eletronico 2432,2046.02,0.09
2433,Eletronico 2433,930.2,0.14
2434,Eletronico 2434,26.91,0.15
2435,Eletronico 2435,2743.67,0.09
2436,Eletronico 2436,2933.42,0.08
2437,Eletronico 2437,1123.46,0.16
2438,Eletronico 2438,4562.84,0.17
2439,Eletronico 2439,1494.75,0.12
2440,Eletronico 2440,4706.56,0.2
2441,Eletronico 2441,4459.56,0.09
2442,Eletronico 2442,28.7,0.07
2443,Eletronico 2443,4986.09,0.17
2444,Eletronico 2444,301.32,0.16
2445,Eletronico 2445,992.35,0.09
2446,Eletronico 2446,3021.42,0.07
2447,Eletronico 2447,1285.16,0.15
2448,Eletronico 2448,2912.6,0.11
2449,Eletronico 2449,4335.98,0.08
2450,Eletronico 2450,2189.24,0.13
2451,Eletronico 2451,3610.5,0.12
2452,Eletronico 2452,1458.38,0.14
2453,Eletronico 2453,1561.44,0.14
2454,Eletronico 2454,1853.39,0.05
2455,Eletronico 2455,3180.52,0.19
2456,Eletronico 2456,3247.72,0.09
2457,Eletronico 2457,2812.85,0.07
2458,Eletronico 2458,3432.69,0.09
2459,Eletronico 2459,3649.02,0.08
2460,Eletronico 2460,3944.48,0.11
2461,Eletronico 2461,3789.48,0.13
2462,Eletronico 2462,899.34,0.16
2463,Eletronico 2463,819.39,0.15
2464,Eletronico 2464,3625.26,0.19
2465,Eletronico 2465,4421.81,0.17
2466,Eletronico 2466,2160.45,0.09
2467,Eletronico 2467,3609.55,0.19
2468,Eletronico 2468,3861.29,0.09
2469,Eletronico 2469,2635.83,0.2
2470,Eletronico 2470,3556.92,0.13
2471,Eletronico 2471,642.8,0.13
2472,Eletronico 2472,4831.66,0.17
2473,Eletronico 2473,1699.36,0.11
2474,Eletronico 2474,1397.4,0.2
2475,Eletronico 2475,3510.18,0.17
2476,Eletronico 2476,2580.83,0.07
2477,Eletronico 2477,4552.66,0.06
2478,Eletronico 2478,2238.22,0.16
2479,Eletronico 2479,348.95,0.15
2480,Eletronico 2480,3915.29,0.08
2481,Eletronico 2481,470.36,0.06
2482,Eletronico 2482,1059.05,0.12
2483,Eletronico 2483,4949.29,0.09
2484,Eletronico 2484,786.45,0.16
2485,Eletronico 2485,2835.55,0.08
2486,Eletronico 2486,2712.72,0.16
2487,Eletronico 2487,1781.24,0.07
2488,Eletronico 2488,1962.02,0.2
2489,Eletronico 2489,971.38,0.06
2490,Eletronico 2490,433.92,0.18
2491,Eletronico 2491,3570.34,0.12
2492,Eletronico 2492,4624.27,0.09
2493,Eletronico 2493,140.58,0.08
2494,Eletronico 2494,435.94,0.13
2495,Eletronico 2495,4418.67,0.2
2496,Eletronico 2496,4051.71,0.12
2497,Eletronico 2497,3789.0,0.08
2498,Eletronico 2498,4957.47,0.16
2499,Eletronico 2499,3017.32,0.11
2500,Eletronico 2500,4207.76,0.09
2501,Eletronico 2501,2050.36,0.08
2502,Eletronico 2502,1921.71,0.1
2503,Eletronico 2503,2388.67,0.13
2504,Eletronico 2504,3205.29,0.15
2505,Eletronico 2505,774.18,0.08
2506,Eletronico 2506,1546.29,0.14
2507,Eletronico 2507,4454.04,0.11
2508,Eletronico 2508,917.47,0.14
2509,Eletronico 2509,1433.33,0.07
2510,Eletronico 2510,2357.06,0.18
2511,Eletronico 2511,3328.32,0.08
2512,Eletronico 2512,4626.86,0.07
2513,Eletronico 2513,1226.7,0.07
2514,Eletronico 2514,4611.1,0.06
2515,Eletronico 2515,1478.7,0.1
2516,Eletronico 2516,115.47,0.07
2517,Eletronico 2517,221.28,0.12
2518,Eletronico 2518,246.92,0.1
2519,Eletronico 2519,1500.28,0.07
2520,Eletronico 2520,605.64,0.15
2521,Eletronico 2521,464.34,0.07
2522,Eletronico 2522,3205.72,0.07
2523,Eletronico 2523,218.5,0.06
2524,Eletronico 2524,2295.68,0.1
2525,Eletronico 2525,4546.73,0.07
2526,Eletronico 2526,4367.86,0.14
2527,Eletronico 2527,1527.25,0.11
2528,Eletronico 2528,2886.69,0.15
2529,Eletronico 2529,764.72,0.08
2530,Eletronico 2530,2871.13,0.12
2531,Eletronico 2531,2341.47,0.12
2532,Eletronico 2532,4394.19,0.18
2533,Eletronico 2533,3407.67,0.13
2534,Eletronico 2534,3949.11,0.08
2535,Eletronico 2535,3591.3,0.13
2536,Eletronico 2536,3620.32,0.09
2537,Eletronico 2537,1784.18,0.09
2538,Eletronico 2538,2138.43,0.16
2539,Eletronico 2539,2276.13,0.05
2540,Eletronico 2540,580.99,0.15
2541,Eletronico 2541,3725.62,0.06
2542,Eletronico 2542,311.1,0.1
2543,Eletronico 2543,1781.47,0.13
2544,Eletronico 2544,1257.98,0.15
2545,Eletronico 2545,3711.31,0.08
2546,Eletronico 2546,3495.87,0.09
2547,Eletronico 2547,1448.45,0.2
2548,Eletronico 2548,4036.86,0.17
2549,Eletronico 2549,3163.85,0.09
2550,Eletronico 2550,473.95,0.05
2551,Eletronico 2551,3352.4,0.12
2552,Eletronico 2552,4292.85,0.13
2553,Eletronico 2553,4185.44,0.07
2554,Eletronico 2554,4923.18,0.05
2555,Eletronico 2555,110.55,0.18
2556,Eletronico 2556,4491.7,0.14
2557,Eletronico 2557,1480.62,0.09
2558,Eletronico 2558,54.09,0.12
2559,Eletronico 2559,1495.11,0.13
2560,Eletronico 2560,3522.52,0.1
2561,Eletronico 2561,1829.25,0.19
2562,Eletronico 2562,1612.32,0.19
2563,Eletronico 2563,2002.92,0.19
2564,Eletronico 2564,3758.91,0.17
2565,Eletronico 2565,4927.7,0.11
2566,Eletronico 2566,4027.86,0.05
2567,Eletronico 2567,3715.7,0.12
2568,Eletronico 2568,3049.33,0.12
2569,Eletronico 2569,2572.75,0.15
2570,Eletronico 2570,773.51,0.13
2571,Eletronico 2571,1107.48,0.08
2572,Eletronico 2572,1222.84,0.16
2573,Eletronico 2573,841.34,0.19
2574,Eletronico 2574,609.58,0.1
2575,Eletronico 2575,1209.71,0.11
2576,Eletronico 2576,96.09,0.18
2577,Eletronico 2577,1343.38,0.19
2578,Eletronico 2578,2027.67,0.13
2579,Eletronico 2579,4534.7,0.06
2580,Eletronico 2580,633.54,0.19
2581,Eletronico 2581,1448.65,0.14
2582,Eletronico 2582,178.82,0.06
2583,Eletronico 2583,1121.39,0.12
2584,Eletronico 2584,364.61,0.2
2585,Eletronico 2585,1885.79,0.17
2586,Eletronico 2586,3169.19,0.07
2587,Eletronico 2587,3463.1,0.13
2588,Eletronico 2588,3541.88,0.11
2589,Eletronico 2589,2636.07,0.1
2590,Eletronico 2590,280.05,0.13
2591,Eletronico 2591,4089.67,0.18
2592,Eletronico 2592,4064.36,0.18
2593,Eletronico 2593,1838.78,0.1
2594,Eletronico 2594,1510.59,0.1
2595,Eletronico 2595,100.28,0.17
2596,Eletronico 2596,4035.87,0.06
2597,Eletronico 2597,3298.31,0.16
2598,Eletronico 2598,2192.64,0.17
2599,Eletronico 2599,3120.88,0.12
2600,Eletronico 2600,4922.17,0.14
2601,Eletronico 2601,2813.92,0.15
2602,Eletronico 2602,1574.8,0.19
2603,Eletronico 2603,125.46,0.17
2604,Eletronico 2604,1115.6,0.16
2605,Eletronico 2605,3594.92,0.19
2606,Eletronico 2606,4674.96,0.09
2607,Eletronico 2607,4127.08,0.16
2608,Eletronico 2608,3313.32,0.06
2609,Eletronico 2609,2598.08,0.12
2610,Eletronico 2610,2274.28,0.07
2611,Eletronico 2611,1387.53,0.16
2612,Eletronico 2612,3180.52,0.1
2613,Eletronico 2613,1300.38,0.06
2614,Eletronico 2614,4809.75,0.08
2615,Eletronico 2615,568.15,0.12
2616,Eletronico 2616,3244.94,0.17
2617,Eletronico 2617,2161.78,0.17
2618,Eletronico 2618,2721.56,0.19
2619,Eletronico 2619,2335.81,0.07
2620,Eletronico 2620,3536.67,0.14
2621,Eletronico 2621,3539.36,0.17
2622,Eletronico 2622,2963.99,0.09
2623,Eletronico 2623,2209.37,0.12
2624,Eletronico 2624,2192.87,0.09
2625,Eletronico 2625,2875.75,0.19
2626,Eletronico 2626,100.16,0.07
2627,Eletronico 2627,3178.46,0.12
2628,Eletronico 2628,1586.62,0.15
2629,Eletronico 2629,242.86,0.12
2630,Eletronico 2630,2242.4,0.05
2631,Eletronico 2631,4316.12,0.06
2632,Eletronico 2632,3058.74,0.12
2633,Eletronico 2633,3744.86,0.12
2634,Eletronico 2634,2934.92,0.1
2635,Eletronico 2635,1699.56,0.15
2636,Eletronico 2636,382.37,0.18
2637,Eletronico 2637,2361.53,0.07
2638,Eletronico 2638,1532.37,0.1
2639,Eletronico 2639,428.5,0.05
2640,Eletronico 2640,4699.32,0.15
2641,Eletronico 2641,3705.07,0.12
2642,Eletronico 2642,3122.82,0.15
2643,Eletronico 2643,1764.87,0.17
2644,Eletronico 2644,3302.42,0.12
2645,Eletronico 2645,3155.24,0.15
2646,Eletronico 2646,4151.82,0.18
2647,Eletronico 2647,4717.61,0.12
2648,Eletronico 2648,87.04,0.11
2649,Eletronico 2649,923.16,0.1
2650,Eletronico 2650,3856.45,0.11
2651,Eletronico 2651,1610.67,0.08
2652,Eletronico 2652,1581.07,0.15
2653,Eletronico 2653,1861.39,0.06
2654,Eletronico 2654,3564.63,0.07
2655,Eletronico 2655,1262.09,0.18
2656,Eletronico 2656,3958.1,0.18
2657,Eletronico 2657,659.11,0.09
2658,Eletronico 2658,1503.77,0.13
2659,Eletronico 2659,4159.26,0.13
2660,Eletronico 2660,629.4,0.11
2661,Eletronico 2661,1013.05,0.06
2662,Eletronico 2662,3968.87,0.1
2663,Eletronico 2663,4940.59,0.15
2664,Eletronico 2664,1800.73,0.18
2665,Eletronico 2665,2418.5,0.07
2666,Eletronico 2666,328.15,0.07
2667,Eletronico 2667,3087.74,0.18
2668,Eletronico 2668,2229.2,0.19
2669,Eletronico 2669,424.58,0.2
2670,Eletronico 2670,4487.85,0.1
2671,Eletronico 2671,902.18,0.06
2672,Eletronico 2672,913.67,0.13
2673,Eletronico 2673,2647.84,0.1
2674,Eletronico 2674,2593.07,0.09
2675,Eletronico 2675,1178.91,0.15
2676,Eletronico 2676,482.74,0.17
2677,Eletronico 2677,123.03,0.14
2678,Eletronico 2678,902.62,0.13
2679,Eletronico 2679,260.31,0.08
2680,Eletronico 2680,4677.68,0.14
2681,Eletronico 2681,3207.4,0.16
2682,Eletronico 2682,794.24,0.11
2683,Eletronico 2683,4584.26,0.19
2684,Eletronico 2684,88.54,0.18
2685,Eletronico 2685,1024.15,0.19
2686,Eletronico 2686,4902.28,0.18
2687,Eletronico 2687,4642.41,0.17
2688,Eletronico 2688,1282.31,0.1
2689,Eletronico 2689,1922.02,0.09
2690,Eletronico 2690,1359.13,0.19
2691,Eletronico 2691,172.88,0.15
2692,Eletronico 2692,3749.09,0.06
2693,Eletronico 2693,1141.89,0.06
2694,Eletronico 2694,3409.99,0.13
2695,Eletronico 2695,3022.51,0.08
2696,Eletronico 2696,3595.49,0.11
2697,Eletronico 2697,2419.58,0.15
2698,Eletronico 2698,4814.46,0.11
2699,Eletronico 2699,3613.95,0.06
2700,Eletronico 2700,3463.43,0.15
2701,Eletronico 2701,4942.56,0.16
2702,Eletronico 2702,4522.94,0.19
2703,Eletronico 2703,76.3,0.11
2704,Eletronico 2704,14.85,0.15
2705,Eletronico 2705,2938.04,0.1
2706,Eletronico 2706,2456.71,0.12
2707,Eletronico 2707,4535.58,0.12
2708,Eletronico 2708,4435.6,0.17
2709,Eletronico 2709,1317.15,0.08
2710,Eletronico 2710,1444.12,0.12
2711,Eletronico 2711,4761.87,0.1
2712,Eletronico 2712,247.85,0.06
2713,Eletronico 2713,2746.3,0.06
2714,Eletronico 2714,1885.02,0.12
2715,Eletronico 2715,4908.49,0.16
2716,Eletronico 2716,381.73,0.07
2717,Eletronico 2717,1936.15,0.2
2718,Eletronico 2718,1164.39,0.16
2719,Eletronico 2719,1368.91,0.14
2720,Eletronico 2720,1520.17,0.16
2721,Eletronico 2721,1524.36,0.17
2722,Eletronico 2722,1115.35,0.1
2723,Eletronico 2723,2119.31,0.16
2724,Eletronico 2724,375.79,0.12
2725,Eletronico 2725,3256.81,0.15
2726,Eletronico 2726,3071.75,0.05
2727,Eletronico 2727,4493.03,0.06
2728,Eletronico 2728,3412.77,0.13
2729,Eletronico 2729,3916.8,0.06
2730,Eletronico 2730,337.28,0.19
2731,Eletronico 2731,781.6,0.14
2732,Eletronico 2732,4707.64,0.19
2733,Eletronico 2733,339.03,0.07
2734,Eletronico 2734,1532.32,0.15
2735,Eletronico 2735,3341.81,0.19
2736,Eletronico 2736,469.29,0.1
2737,Eletronico 2737,3379.19,0.17
2738,Eletronico 2738,4934.78,0.12
2739,Eletronico 2739,422.11,0.1
2740,Eletronico 2740,2287.6,0.18
2741,Eletronico 2741,1150.52,0.05
2742,Eletronico 2742,4809.75,0.15
2743,Eletronico 2743,4265.31,0.16
2744,Eletronico 2744,1480.22,0.09
2745,Eletronico 2745,144.71,0.08
2746,Eletronico 2746,886.85,0.05
2747,Eletronico 2747,125.69,0.14
2748,Eletronico 2748,886.95,0.11
2749,Eletronico 2749,3079.39,0.2
2750,Eletronico 2750,3115.0,0.2
2751,Eletronico 2751,1780.91,0.17
2752,Eletronico 2752,2404.08,0.08
2753,Eletronico 2753,711.24,0.09
2754,Eletronico 2754,2226.36,0.09
2755,Eletronico 2755,4859.32,0.08
2756,Eletronico 2756,2191.31,0.09
2757,Eletronico 2757,1331.88,0.15
2758,Eletronico 2758,3426.53,0.17
2759,Eletronico 2759,1440.56,0.15
2760,Eletronico 2760,4123.15,0.17
2761,Eletronico 2761,4026.02,0.19
2762,Eletronico 2762,4158.79,0.1
2763,Eletronico 2763,2973.26,0.09
2764,Eletronico 2764,4545.77,0.14
2765,Eletronico 2765,4083.79,0.06
2766,Eletronico 2766,4349.68,0.12
2767,Eletronico 2767,2820.24,0.1
2768,Eletronico 2768,615.73,0.12
2769,Eletronico 2769,2928.09,0.1
2770,Eletronico 2770,2476.89,0.16
2771,Eletronico 2771,3549.01,0.11
2772,Eletronico 2772,2198.81,0.19
2773,Eletronico 2773,2734.46,0.15
2774,Eletronico 2774,3392.1,0.1
2775,Eletronico 2775,2767.68,0.2
2776,Eletronico 2776,1929.1,0.18
2777,Eletronico 2777,404.05,0.12
2778,Eletronico 2778,4453.01,0.12
2779,Eletronico 2779,1635.02,0.07
2780,Eletronico 2780,2749.34,0.19
2781,Eletronico 2781,3896.98,0.07
2782,Eletronico 2782,2841.85,0.09
2783,Eletronico 2783,4455.21,0.1
2784,Eletronico 2784,729.46,0.16
2785,Eletronico 2785,4015.37,0.08
