id,descricao,tamanho,preco
2414,Roupa 2414,M,1925.09
2415,Roupa 2415,GG,2567.99
2416,Roupa 2416,GG,2187.57
2417,Roupa 2417,P,3258.68
2418,Roupa 2418,PP,4026.44
2419,Roupa 2419,M,1958.48
2420,Roupa 2420,GG,4574.17
2421,Roupa 2421,P,1941.1
2422,Roupa 2422,M,3934.24
2423,Roupa 2423,M,264.56
2424,Roupa 2424,PP,1268.6
2425,Roupa 2425,GG,3538.71
2426,Roupa 2426,P,828.51
2427,Roupa 2427,G,4850.24
2428,Roupa 2428,PP,4745.05
2429,Roupa 2429,GG,3927.18
2430,Roupa 2430,P,1870.16
2431,Roupa 2431,P,1348.39
2432,Roupa 2432,PP,3854.44
2433,Roupa 2433,PP,2100.01
2434,Roupa 2434,GG,1675.73
2435,Roupa 2435,PP,2969.12
2436,Roupa 2436,P,4555.32
2437,Roupa 2437,G,1548.04
2438,Roupa 2438,G,3891.73
2439,Roupa 2439,M,2305.12
2440,Roupa 2440,G,1964.25
2441,Roupa 2441,G,2703.64
2442,Roupa 2442,GG,1009.32
2443,Roupa 2443,PP,3462.62
2444,Roupa 2444,M,4200.95
2445,Roupa 2445,M,562.37
2446,Roupa 2446,M,1120.88
2447,Roupa 2447,M,3684.45
2448,Roupa 2448,G,4938.64
2449,Roupa 2449,M,1295.74
2450,Roupa 2450,M,2648.5
2451,Roupa 2451,GG,1354.22
2452,Roupa 2452,GG,4384.67
2453,Roupa 2453,M,2481.78
2454,Roupa 2454,PP,2360.08
2455,Roupa 2455,M,2612.19
2456,Roupa 2456,G,3192.66
2457,Roupa 2457,PP,3764.39
2458,Roupa 2458,PP,1699.17
2459,Roupa 2459,GG,1597.33
2460,Roupa 2460,M,3492.81
2461,Roupa 2461,P,3740.52
2462,Roupa 2462,GG,804.49
2463,Roupa 2463,M,3154.06
2464,Roupa 2464,P,4347.29
2465,Roupa 2465,G,2385.88
2466,Roupa 2466,PP,1459.76
2467,Roupa 2467,G,432.24
2468,Roupa 2468,P,27.73
2469,Roupa 2469,P,4476.68
2470,Roupa 2470,P,1927.08
2471,Roupa 2471,M,466.03
2472,Roupa 2472,M,4827.26
2473,Roupa 2473,GG,3763.55
2474,Roupa 2474,P,2644.5
2475,Roupa 2475,P,3307.68
2476,Roupa 2476,PP,1644.96
2477,Roupa 2477,PP,4767.51
2478,Roupa 2478,PP,2761.94
2479,Roupa 2479,P,3222.12
2480,Roupa 2480,M,2035.39
2481,Roupa 2481,P,3147.48
2482,Roupa 2482,M,2206.85
2483,Roupa 2483,P,3732.83
2484,Roupa 2484,PP,2611.4
2485,Roupa 2485,PP,88.81
2486,Roupa 2486,GG,4514.88
2487,Roupa 2487,PP,3358.26
2488,Roupa 2488,G,4505.61
2489,Roupa 2489,PP,1524.7
2490,Roupa 2490,M,3621.26
2491,Roupa 2491,G,1553.92
2492,Roupa 2492,PP,2076.7
2493,Roupa 2493,G,2774.51
2494,Roupa 2494,GG,4704.23
2495,Roupa 2495,GG,2045.66
2496,Roupa 2496,PP,3858.88
2497,Roupa 2497,PP,1723.09
2498,Roupa 2498,M,2735.77
2499,Roupa 2499,G,728.75
2500,Roupa 2500,P,2607.47
2501,Roupa 2501,P,3320.24
2502,Roupa 2502,PP,2852.77
2503,Roupa 2503,PP,646.09
2504,Roupa 2504,G,3589.53
2505,Roupa 2505,PP,1756.44
2506,Roupa 2506,G,3219.48
2507,Roupa 2507,P,98.2
2508,Roupa 2508,M,440.37
2509,Roupa 2509,P,83.91
2510,Roupa 2510,M,575.02
2511,Roupa 2511,M,4437.19
2512,Roupa 2512,G,3708.61
2513,Roupa 2513,M,3880.08
2514,Roupa 2514,G,1270.87
2515,Roupa 2515,GG,426.42
2516,Roupa 2516,GG,4246.87
2517,Roupa 2517,GG,2725.29
2518,Roupa 2518,P,1492.8
2519,Roupa 2519,P,3828.83
2520,Roupa 2520,P,4334.77
2521,Roupa 2521,M,4181.46
2522,Roupa 2522,M,4366.43
2523,Roupa 2523,M,4675.62
2524,Roupa 2524,G,4628.49
2525,Roupa 2525,GG,851.86
2526,Roupa 2526,PP,3478.73
2527,Roupa 2527,PP,4730.93
2528,Roupa 2528,GG,4301.67
2529,Roupa 2529,M,3685.67
2530,Roupa 2530,G,3119.4
2531,Roupa 2531,P,730.55
2532,Roupa 2532,GG,4790.69
2533,Roupa 2533,GG,4906.75
2534,Roupa 2534,M,1465.69
2535,Roupa 2535,P,434.81
2536,Roupa 2536,M,3853.66
2537,Roupa 2537,PP,308.3
2538,Roupa 2538,M,3021.21
2539,Roupa 2539,M,1218.06
2540,Roupa 2540,PP,2218.9
2541,Roupa 2541,G,2692.7
2542,Roupa 2542,G,3700.47
2543,Roupa 2543,G,4162.11
2544,Roupa 2544,PP,4066.26
2545,Roupa 2545,G,2170.88
2546,Roupa 2546,P,3275.09
2547,Roupa 2547,GG,1922.54
2548,Roupa 2548,M,406.32
2549,Roupa 2549,PP,1999.36
2550,Roupa 2550,P,949.65
2551,Roupa 2551,GG,495.82
2552,Roupa 2552,P,1985.53
2553,Roupa 2553,M,2399.65
2554,Roupa 2554,GG,3739.08
2555,Roupa 2555,G,2551.51
2556,Roupa 2556,G,4084.14
2557,Roupa 2557,PP,399.03
2558,Roupa 2558,G,1211.49
2559,Roupa 2559,G,2123.39
2560,Roupa 2560,G,1155.35
2561,Roupa 2561,GG,1033.48
2562,Roupa 2562,M,1533.1
2563,Roupa 2563,M,1523.01
2564,Roupa 2564,PP,336.08
2565,Roupa 2565,PP,3323.01
2566,Roupa 2566,P,3966.53
2567,Roupa 2567,G,3238.83
2568,Roupa 2568,G,3469.53
2569,Roupa 2569,M,4190.97
2570,Roupa 2570,G,4606.48
2571,Roupa 2571,M,282.93
2572,Roupa 2572,PP,3611.6
2573,Roupa 2573,GG,3434.65
2574,Roupa 2574,M,389.69
2575,Roupa 2575,P,722.97
2576,Roupa 2576,P,598.35
2577,Roupa 2577,P,902.46
2578,Roupa 2578,M,2760.92
2579,Roupa 2579,GG,2915.58
2580,Roupa 2580,P,4093.54
2581,Roupa 2581,P,2877.73
2582,Roupa 2582,P,1926.48
2583,Roupa 2583,G,2310.95
2584,Roupa 2584,GG,3824.48
2585,Roupa 2585,M,2741.51
2586,Roupa 2586,G,2887.17
2587,Roupa 2587,G,4707.56
2588,Roupa 2588,M,1882.14
2589,Roupa 2589,P,2626.4
2590,Roupa 2590,GG,4864.28
2591,Roupa 2591,GG,2225.71
2592,Roupa 2592,M,1175.75
2593,Roupa 2593,GG,2536.5
2594,Roupa 2594,G,2325.48
2595,Roupa 2595,G,1326.53
2596,Roupa 2596,GG,2818.62
2597,Roupa 2597,PP,1576.68
2598,Roupa 2598,P,4072.06
2599,Roupa 2599,P,1462.21
2600,Roupa 2600,M,4202.89
2601,Roupa 2601,P,4417.91
2602,Roupa 2602,PP,1318.13
2603,Roupa 2603,GG,2171.01
2604,Roupa 2604,GG,4534.21
2605,Roupa 2605,PP,2674.52
2606,Roupa 2606,G,1066.42
2607,Roupa 2607,G,777.08
2608,Roupa 2608,PP,4795.2
2609,Roupa 2609,M,4790.51
2610,Roupa 2610,P,2333.17
2611,Roupa 2611,G,890.1
2612,Roupa 2612,M,3447.87
2613,Roupa 2613,M,2884.63
2614,Roupa 2614,G,4622.35
2615,Roupa 2615,M,4720.89
2616,Roupa 2616,M,1414.36
2617,Roupa 2617,PP,1449.78
2618,Roupa 2618,GG,713.33
2619,Roupa 2619,M,905.96
2620,Roupa 2620,G,3613.31
2621,Roupa 2621,P,4993.69
2622,Roupa 2622,G,1831.38
2623,Roupa 2623,PP,4098.43
2624,Roupa 2624,G,4814.25
2625,Roupa 2625,M,2309.52
2626,Roupa 2626,G,1478.08
2627,Roupa 2627,GG,2285.14
2628,Roupa 2628,P,4945.11
2629,Roupa 2629,PP,3694.32
2630,Roupa 2630,PP,1434.23
2631,Roupa 2631,M,3452.68
2632,Roupa 2632,GG,3277.17
2633,Roupa 2633,GG,2488.11
2634,Roupa 2634,PP,16.88
2635,Roupa 2635,P,14.58
2636,Roupa 2636,P,729.87
2637,Roupa 2637,P,3197.6
2638,Roupa 2638,GG,3181.65
2639,Roupa 2639,G,2133.69
2640,Roupa 2640,M,2923.21
2641,Roupa 2641,P,834.51
2642,Roupa 2642,P,1325.66
2643,Roupa 2643,PP,1247.45
2644,Roupa 2644,GG,2948.35
2645,Roupa 2645,PP,1470.55
2646,Roupa 2646,G,1274.71
2647,Roupa 2647,M,2156.69
2648,Roupa 2648,GG,4015.7
2649,Roupa 2649,GG,2514.32
2650,Roupa 2650,GG,3474.43
2651,Roupa 2651,GG,2339.58
2652,Roupa 2652,P,3722.11
2653,Roupa 2653,G,1853.99
2654,Roupa 2654,G,2790.54
2655,Roupa 2655,M,4439.02
2656,Roupa 2656,G,2506.15
2657,Roupa 2657,M,2540.28
2658,Roupa 2658,PP,3516.01
2659,Roupa 2659,PP,1785.07
2660,Roupa 2660,PP,487.99
2661,Roupa 2661,PP,3302.46
2662,Roupa 2662,G,2954.16
2663,Roupa 2663,PP,3091.83
2664,Roupa 2664,G,327.77
2665,Roupa 2665,P,2190.81
2666,Roupa 2666,G,2841.36
2667,Roupa 2667,G,3026.39
2668,Roupa 2668,G,1650.65
2669,Roupa 2669,P,1916.47
2670,Roupa 2670,GG,519.87
2671,Roupa 2671,GG,2192.12
2672,Roupa 2672,P,1586.11
2673,Roupa 2673,G,2450.05
2674,Roupa 2674,M,4465.05
2675,Roupa 2675,P,4927.67
2676,Roupa 2676,PP,4727.72
2677,Roupa 2677,GG,1555.15
2678,Roupa 2678,G,4684.79
2679,Roupa 2679,G,2213.84
2680,Roupa 2680,GG,311.37
2681,Roupa 2681,PP,2327.96
2682,Roupa 2682,GG,999.07
2683,Roupa 2683,M,2746.35
2684,Roupa 2684,M,1246.04
2685,Roupa 2685,PP,2926.52
2686,Roupa 2686,P,213.54
2687,Roupa 2687,P,848.96
2688,Roupa 2688,GG,1964.59
2689,Roupa 2689,PP,1001.6
2690,Roupa 2690,PP,4857.49
2691,Roupa 2691,P,197.18
2692,Roupa 2692,G,324.12
2693,Roupa 2693,PP,3043.57
2694,Roupa 2694,P,3840.0
2695,Roupa 2695,GG,1934.07
2696,Roupa 2696,M,3530.78
2697,Roupa 2697,PP,3066.72
2698,Roupa 2698,GG,4798.38
2699,Roupa 2699,G,810.55
2700,Roupa 2700,G,4082.68
2701,Roupa 2701,M,4707.44
2702,Roupa 2702,GG,810.05
2703,Roupa 2703,M,4472.34
2704,Roupa 2704,P,899.39
2705,Roupa 2705,P,478.43
2706,Roupa 2706,M,1253.71
2707,Roupa 2707,G,912.51
2708,Roupa 2708,P,3273.05
2709,Roupa 2709,P,3671.28
2710,Roupa 2710,PP,219.09
2711,Roupa 2711,M,527.32
2712,Roupa 2712,M,3274.73
2713,Roupa 2713,M,2615.23
2714,Roupa 2714,GG,4246.19
2715,Roupa 2715,PP,4529.27
2716,Roupa 2716,PP,2923.14
2717,Roupa 2717,M,2326.34
2718,Roupa 2718,GG,1929.97
2719,Roupa 2719,M,2671.27
2720,Roupa 2720,M,4886.93
2721,Roupa 2721,PP,2046.2
2722,Roupa 2722,PP,1064.95
2723,Roupa 2723,PP,2065.62
2724,Roupa 2724,GG,1529.75
2725,Roupa 2725,GG,152.82
2726,Roupa 2726,P,1079.83
2727,Roupa 2727,PP,1946.04
2728,Roupa 2728,PP,4520.54
2729,Roupa 2729,GG,2118.46
2730,Roupa 2730,PP,4239.15
2731,Roupa 2731,P,1220.62
2732,Roupa 2732,G,692.94
2733,Roupa 2733,PP,2274.17
2734,Roupa 2734,P,3703.72
2735,Roupa 2735,G,4117.03
2736,Roupa 2736,GG,2183.65
2737,Roupa 2737,M,3583.59
2738,Roupa 2738,GG,4158.08
2739,Roupa 2739,M,1253.65
2740,Roupa 2740,G,2118.34
2741,Roupa 2741,M,2766.17
2742,Roupa 2742,P,616.64
2743,Roupa 2743,P,3660.58
2744,Roupa 2744,GG,283.33
2745,Roupa 2745,G,3954.08
2746,Roupa 2746,M,4346.43
2747,Roupa 2747,G,751.63
2748,Roupa 2748,GG,3301.64
2749,Roupa 2749,P,520.66
2750,Roupa 2750,GG,2462.73
2751,Roupa 2751,M,3542.17
2752,Roupa 2752,PP,1300.09
2753,Roupa 2753,G,179.39
2754,Roupa 2754,G,4212.88
2755,Roupa 2755,M,3452.68
2756,Roupa 2756,P,3414.52
2757,Roupa 2757,P,74.77
2758,Roupa 2758,M,3642.52
2759,Roupa 2759,P,4012.01
2760,Roupa 2760,P,287.75
2761,Roupa 2761,PP,1701.22
2762,Roupa 2762,M,1788.93
2763,Roupa 2763,GG,3914.54
2764,Roupa 2764,GG,4633.32
2765,Roupa 2765,G,3778.7
2766,Roupa 2766,P,1833.8
2767,Roupa 2767,M,2554.87
2768,Roupa 2768,M,1596.06
2769,Roupa 2769,P,1537.87
2770,Roupa 2770,PP,4820.65
2771,Roupa 2771,GG,1128.81
2772,Roupa 2772,G,4236.09
2773,Roupa 2773,PP,2521.29
2774,Roupa 2774,P,744.8
2775,Roupa 2775,PP,863.58
2776,Roupa 2776,PP,526.98
2777,Roupa 2777,PP,2174.63
2778,Roupa 2778,PP,4149.38
2779,Roupa 2779,PP,4069.22
2780,Roupa 2780,GG,2683.31
2781,Roupa 2781,GG,2155.76
2782,Roupa 2782,PP,4650.74
2783,Roupa 2783,M,4934.53
2784,Roupa 2784,G,3161.97
2785,Roupa 2785,PP,1639.36
2786,Roupa 2786,GG,4305.36
2787,Roupa 2787,M,2813.05
2788,Roupa 2788,P,3914.26
2789,Roupa 2789,G,3234.6
2790,Roupa 2790,GG,794.7
2791,Roupa 2791,G,2798.92
2792,Roupa 2792,P,4752.34
2793,Roupa 2793,PP,1389.04
2794,Roupa 2794,GG,3945.96
2795,Roupa 2795,PP,2149.22
2796,Roupa 2796,GG,4296.38
2797,Roupa 2797,GG,4642.64
2798,Roupa 2798,M,3700.3
2799,Roupa 2799,G,755.52
2800,Roupa 2800,M,3252.36
2801,Roupa 2801,M,4821.6
2802,Roupa 2802,M,1145.0
2803,Roupa 2803,GG,4699.27
2804,Roupa 2804,PP,3253.36
2805,Roupa 2805,P,936.85
2806,Roupa 2806,M,781.31
2807,Roupa 2807,G,3504.11
2808,Roupa 2808,G,913.54
2809,Roupa 2809,GG,10.33
2810,Roupa 2810,GG,1965.63
2811,Roupa 2811,P,4895.26
2812,Roupa 2812,M,3101.81
2813,Roupa 2813,P,906.61
2814,Roupa 2814,P,4749.78
2815,Roupa 2815,G,701.12
2816,Roupa 2816,PP,900.81
2817,Roupa 2817,P,4897.99
2818,Roupa 2818,P,166.26
2819,Roupa 2819,GG,411.19
2820,Roupa 2820,P,2328.36
2821,Roupa 2821,GG,1026.8
2822,Roupa 2822,PP,1006.16
2823,Roupa 2823,PP,4738.58
2824,Roupa 2824,G,3554.29
2825,Roupa 2825,P,471.74
2826,Roupa 2826,G,704.45
2827,Roupa 2827,M,74.38
2828,Roupa 2828,GG,1623.64
2829,Roupa 2829,P,714.97
2830,Roupa 2830,PP,1731.79
2831,Roupa 2831,M,1119.05
2832,Roupa 2832,M,2110.99
2833,Roupa 2833,GG,200.4
2834,Roupa 2834,PP,52.63
2835,Roupa 2835,P,3516.58
2836,Roupa 2836,P,3967.02
2837,Roupa 2837,M,678.22
2838,Roupa 2838,G,623.92
2839,Roupa 2839,G,1848.84
2840,Roupa 2840,GG,1879.5
2841,Roupa 2841,PP,959.99
2842,Roupa 2842,GG,2071.44
2843,Roupa 2843,G,2550.29
2844,Roupa 2844,M,1533.11
2845,Roupa 2845,G,2986.93
2846,Roupa 2846,G,2536.23
2847,Roupa 2847,PP,4343.16
2848,Roupa 2848,G,4954.39
2849,Roupa 2849,M,4571.46
2850,Roupa 2850,M,4310.57
2851,Roupa 2851,PP,768.7
2852,Roupa 2852,PP,4216.15
2853,Roupa 2853,M,1399.42
2854,Roupa 2854,M,239.86
2855,Roupa 2855,P,4766.48
2856,Roupa 2856,G,1394.86
2857,Roupa 2857,P,3718.89
2858,Roupa 2858,G,3229.41
2859,Roupa 2859,GG,1773.49
2860,Roupa 2860,G,407.0
2861,Roupa 2861,M,3106.23
2862,Roupa 2862,M,393.81
2863,Roupa 2863,M,2199.61
2864,Roupa 2864,M,2295.02
2865,Roupa 2865,PP,2744.51
2866,Roupa 2866,GG,2811.64
2867,Roupa 2867,P,67.94
2868,Roupa 2868,PP,4211.17
2869,Roupa 2869,M,1322.67
2870,Roupa 2870,PP,480.32
2871,Roupa 2871,PP,3705.8
2872,Roupa 2872,M,447.09
2873,Roupa 2873,PP,3172.09
2874,Roupa 2874,G,1538.63
2875,Roupa 2875,PP,1090.15
2876,Roupa 2876,GG,3360.82
2877,Roupa 2877,GG,3034.59
2878,Roupa 2878,PP,4325.47
2879,Roupa 2879,G,2165.81
2880,Roupa 2880,P,2074.34
2881,Roupa 2881,M,2440.18
2882,Roupa 2882,G,3342.61
2883,Roupa 2883,P,3286.4
2884,Roupa 2884,P,3497.46
2885,Roupa 2885,G,3034.14
2886,Roupa 2886,PP,1247.19
2887,Roupa 2887,P,2589.03
2888,Roupa 2888,GG,1623.53
2889,Roupa 2889,M,613.28
2890,Roupa 2890,P,4447.27
2891,Roupa 2891,PP,1679.35
2892,Roupa 2892,M,4478.18
2893,Roupa 2893,PP,712.41
2894,Roupa 2894,G,3115.84
2895,Roupa 2895,G,2415.68
2896,Roupa 2896,M,40.95
2897,Roupa 2897,G,2375.56
2898,Roupa 2898,GG,1300.39
2899,Roupa 2899,P,3761.41
2900,Roupa 2900,G,3849.83
2901,Roupa 2901,PP,2636.41
2902,Roupa 2902,M,4333.57
2903,Roupa 2903,P,388.06
2904,Roupa 2904,GG,1233.2
2905,Roupa 2905,M,3114.93
2906,Roupa 2906,GG,2134.64
2907,Roupa 2907,M,695.96
2908,Roupa 2908,GG,4462.72
2909,Roupa 2909,P,3927.73
2910,Roupa 2910,GG,4674.25
2911,Roupa 2911,P,2145.96
2912,Roupa 2912,G,2444.5
2913,Roupa 2913,GG,306.7
2914,Roupa 2914,G,1427.38
2915,Roupa 2915,GG,2830.81
2916,Roupa 2916,M,2801.98
2917,Roupa 2917,PP,3444.85
2918,Roupa 2918,PP,4476.8
2919,Roupa 2919,PP,4809.35
2920,Roupa 2920,G,1571.05
2921,Roupa 2921,GG,3300.88
2922,Roupa 2922,P,3252.1
2923,Roupa 2923,G,3947.39
2924,Roupa 2924,M,308.08
2925,Roupa 2925,P,977.76
2926,Roupa 2926,M,1497.25
2927,Roupa 2927,P,4207.47
2928,Roupa 2928,G,2444.75
2929,Roupa 2929,GG,1755.69
2930,Roupa 2930,G,1086.37
2931,Roupa 2931,G,1059.26
2932,Roupa 2932,P,2688.88
2933,Roupa 2933,G,4252.48
2934,Roupa 2934,P,3697.53
2935,Roupa 2935,PP,4663.22
2936,Roupa 2936,M,4020.59
2937,Roupa 2937,PP,3628.08
2938,Roupa 2938,GG,2418.23
2939,Roupa 2939,M,2165.04
2940,Roupa 2940,G,1180.46
2941,Roupa 2941,M,1664.33
2942,Roupa 2942,P,1415.66
2943,Roupa 2943,GG,2259.24
2944,Roupa 2944,PP,4188.54
2945,Roupa 2945,GG,1190.29
2946,Roupa 2946,M,553.83
2947,Roupa 2947,M,846.33
2948,Roupa 2948,PP,124.28
2949,Roupa 2949,PP,4389.16
2950,Roupa 2950,GG,4740.88
2951,Roupa 2951,PP,1507.52
2952,Roupa 2952,P,2212.51
2953,Roupa 2953,PP,3434.62
2954,Roupa 2954,GG,2305.37
2955,Roupa 2955,PP,3771.03
2956,Roupa 2956,G,1036.22
2957,Roupa 2957,P,2711.36
2958,Roupa 2958,M,4558.59
2959,Roupa 2959,PP,3893.13
2960,Roupa 2960,G,1028.14
2961,Roupa 2961,GG,707.99
2962,Roupa 2962,GG,3787.08
2963,Roupa 2963,PP,1277.61
2964,Roupa 2964,M,4020.0
2965,Roupa 2965,G,4823.8
2966,Roupa 2966,M,3028.65
2967,Roupa 2967,PP,4190.22
2968,Roupa 2968,M,711.6
2969,Roupa 2969,M,3249.25
2970,Roupa 2970,P,2104.67
2971,Roupa 2971,G,4160.35
2972,Roupa 2972,GG,1233.32
2973,Roupa 2973,G,4930.02
2974,Roupa 2974,M,703.52
2975,Roupa 2975,GG,4521.23
2976,Roupa 2976,P,1336.59
2977,Roupa 2977,GG,2235.8
2978,Roupa 2978,GG,3022.26
2979,Roupa 2979,GG,2141.19
2980,Roupa 2980,PP,1724.95
2981,Roupa 2981,M,2518.24
2982,Roupa 2982,P,3625.27
2983,Roupa 2983,GG,1165.98
2984,Roupa 2984,GG,3255.76
2985,Roupa 2985,G,777.21
2986,Roupa 2986,P,1307.78
2987,Roupa 2987,G,1734.27
2988,Roupa 2988,P,2849.66
2989,Roupa 2989,P,4640.82
2990,Roupa 2990,PP,378.52
2991,Roupa 2991,P,2892.57
2992,Roupa 2992,GG,4531.29
2993,Roupa 2993,PP,3379.06
2994,Roupa 2994,M,2549.6
2995,Roupa 2995,M,4331.89
2996,Roupa 2996,GG,1815.8
2997,Roupa 2997,M,2338.55
2998,Roupa 2998,PP,1932.46
2999,Roupa 2999,PP,3007.61
3000,Roupa 3000,PP,1234.95
3001,Roupa 3001,M,2366.06
3002,Roupa 3002,PP,4463.65
3003,Roupa 3003,P,4323.63
3004,Roupa 3004,P,2771.69
3005,Roupa 3005,GG,1480.79
3006,Roupa 3006,G,820.14
3007,Roupa 3007,P,872.88
3008,Roupa 3008,G,171.69
3009,Roupa 3009,PP,468.47
3010,Roupa 3010,GG,1447.49
3011,Roupa 3011,GG,2572.77
3012,Roupa 3012,P,2862.38
3013,Roupa 3013,P,1939.0
3014,Roupa 3014,PP,205.88
3015,Roupa 3015,PP,17.95
3016,Roupa 3016,P,2970.37
3017,Roupa 3017,M,2126.72
3018,Roupa 3018,P,1866.28
3019,Roupa 3019,PP,140.35
3020,Roupa 3020,PP,3334.01
3021,Roupa 3021,G,3714.08
3022,Roupa 3022,PP,1608.46
3023,Roupa 3023,PP,1006.49
3024,Roupa 3024,PP,4713.71
3025,Roupa 3025,PP,3776.19
3026,Roupa 3026,P,1694.7
3027,Roupa 3027,GG,1586.96
3028,Roupa 3028,GG,65.75
3029,Roupa 3029,M,2617.94
3030,Roupa 3030,GG,2342.3
3031,Roupa 3031,PP,4833.04
3032,Roupa 3032,G,3563.39
3033,Roupa 3033,GG,2251.39
3034,Roupa 3034,GG,1080.28
3035,Roupa 3035,PP,2371.7
3036,Roupa 3036,G,3755.67
3037,Roupa 3037,G,900.81
3038,Roupa 3038,P,3967.84
3039,Roupa 3039,PP,4929.63
3040,Roupa 3040,G,3317.15
3041,Roupa 3041,PP,4877.87
3042,Roupa 3042,M,4483.51
3043,Roupa 3043,G,4818.64
3044,Roupa 3044,G,4418.86
3045,Roupa 3045,G,3871.37
3046,Roupa 3046,PP,3038.7
3047,Roupa 3047,PP,2818.47
3048,Roupa 3048,PP,1426.6
3049,Roupa 3049,M,1063.79
3050,Roupa 3050,PP,661.46
3051,Roupa 3051,GG,1396.73
3052,Roupa 3052,P,3783.78
3053,Roupa 3053,M,4618.98
3054,Roupa 3054,M,1917.91
3055,Roupa 3055,P,1144.21
3056,Roupa 3056,GG,604.65
3057,Roupa 3057,PP,33.13
3058,Roupa 3058,P,4925.51
3059,Roupa 3059,GG,694.88
3060,Roupa 3060,GG,3603.88
3061,Roupa 3061,G,850.0
3062,Roupa 3062,M,3566.84
3063,Roupa 3063,G,1476.04
3064,Roupa 3064,M,630.56
3065,Roupa 3065,P,2857.91
3066,Roupa 3066,PP,2144.83
3067,Roupa 3067,G,3339.11
3068,Roupa 3068,PP,1182.62
3069,Roupa 3069,G,2987.36
3070,Roupa 3070,P,214.32
3071,Roupa 3071,PP,182.91
3072,Roupa 3072,M,1348.5
3073,Roupa 3073,M,2832.93
3074,Roupa 3074,M,4843.53
3075,Roupa 3075,M,4870.35
3076,Roupa 3076,GG,332.43
3077,Roupa 3077,G,663.92
3078,Roupa 3078,M,4360.64
3079,Roupa 3079,P,1707.96
3080,Roupa 3080,G,609.07
3081,Roupa 3081,GG,2572.43
3082,Roupa 3082,P,4906.96
3083,Roupa 3083,M,3495.73
3084,Roupa 3084,M,2136.29
3085,Roupa 3085,PP,3798.73
3086,Roupa 3086,P,3596.27
3087,Roupa 3087,GG,1308.37
3088,Roupa 3088,G,738.12
3089,Roupa 3089,G,3825.24
3090,Roupa 3090,GG,1126.84
3091,Roupa 3091,GG,2234.22
3092,Roupa 3092,PP,3534.2
3093,Roupa 3093,G,337.77
3094,Roupa 3094,G,1859.66
3095,Roupa 3095,P,2893.67
3096,Roupa 3096,M,2396.51
3097,Roupa 3097,G,792.29
3098,Roupa 3098,G,1173.09
3099,Roupa 3099,M,1669.57
3100,Roupa 3100,P,3700.4
3101,Roupa 3101,G,4402.66
3102,Roupa 3102,M,3803.19
3103,Roupa 3103,P,2796.32
3104,Roupa 3104,GG,1553.96
3105,Roupa 3105,G,100.31
3106,Roupa 3106,M,1549.89
3107,Roupa 3107,M,816.94
3108,Roupa 3108,G,2413.3
3109,Roupa 3109,G,1845.55
3110,Roupa 3110,PP,1385.9
3111,Roupa 3111,M,2810.47
3112,Roupa 3112,G,2480.72
3113,Roupa 3113,M,2705.76
3114,Roupa 3114,PP,2244.38
3115,Roupa 3115,P,2676.19
3116,Roupa 3116,P,3251.47
3117,Roupa 3117,P,2815.64
3118,Roupa 3118,P,991.83
3119,Roupa 3119,PP,3692.13
3120,Roupa 3120,GG,2898.26
3121,Roupa 3121,M,4785.65
3122,Roupa 3122,GG,4253.22
3123,Roupa 3123,GG,1472.73
3124,Roupa 3124,P,3112.65
3125,Roupa 3125,M,2501.0
3126,Roupa 3126,PP,162.03
3127,Roupa 3127,PP,37.1
3128,Roupa 3128,G,4149.07
3129,Roupa 3129,PP,385.73
3130,Roupa 3130,M,4074.89
3131,Roupa 3131,GG,28.62
3132,Roupa 3132,M,4908.03
3133,Roupa 3133,PP,4511.19
3134,Roupa 3134,P,3254.2
3135,Roupa 3135,GG,290.86
3136,Roupa 3136,GG,874.0
3137,Roupa 3137,PP,3307.6
3138,Roupa 3138,G,830.37
3139,Roupa 3139,PP,1328.15
3140,Roupa 3140,PP,4213.58
3141,Roupa 3141,GG,1640.85
3142,Roupa 3142,GG,1668.85
3143,Roupa 3143,G,3906.39
3144,Roupa 3144,M,597.84
3145,Roupa 3145,GG,1456.28
3146,Roupa 3146,PP,518.69
3147,Roupa 3147,PP,282.79
3148,Roupa 3148,M,969.82
3149,Roupa 3149,GG,1285.44
3150,Roupa 3150,GG,3423.83
3151,Roupa 3151,PP,3107.46
3152,Roupa 3152,G,3554.97
3153,Roupa 3153,GG,2108.9
3154,Roupa 3154,G,1684.59
3155,Roupa 3155,PP,1960.36
3156,Roupa 3156,G,93.98
3157,Roupa 3157,G,2432.13
3158,Roupa 3158,G,3665.43
3159,Roupa 3159,P,3754.01
3160,Roupa 3160,G,4306.55
3161,Roupa 3161,G,3559.55
3162,Roupa 3162,M,84.98
3163,Roupa 3163,M,3202.25
3164,Roupa 3164,M,1572.54
3165,Roupa 3165,PP,1483.38
3166,Roupa 3166,GG,598.23
3167,Roupa 3167,M,3921.51
3168,Roupa 3168,P,2841.78
3169,Roupa 3169,M,333.87
3170,Roupa 3170,GG,4225.51
3171,Roupa 3171,M,3223.14
3172,Roupa 3172,P,3740.12
3173,Roupa 3173,M,2888.46
3174,Roupa 3174,GG,2836.26
3175,Roupa 3175,PP,724.3
3176,Roupa 3176,PP,3250.2
3177,Roupa 3177,G,1875.68
3178,Roupa 3178,M,540.16
3179,Roupa 3179,PP,1536.39
3180,Roupa 3180,P,3278.17
3181,Roupa 3181,P,1238.04
